,PlanningArea,Subzone,PlanningRegion,Total,young,old,EconomicallyActive,Young,Old,EconomicallyActive,Year
2633,Tuas,Tuas View,NA,10,0,0,0,0,0,0,2010
2634,Tuas,Tuas View Extension,NA,0,0,0,0,0,0,0,2010
2635,Western Islands,Jurong Island And Bukom,NA,10,0,0,0,0,0,0,2010
2636,Western Islands,Semakau,NA,0,0,0,0,0,0,0,2010
2637,Western Islands,Sudong,NA,0,0,0,0,0,0,0,2010
2638,Western Water Catchment,Western Water Catchment,NA,1000,380,70,550,37.99962,6.999930001,54.99945001,2010
2639,Woodlands,Greenwood Park,North Region,30,0,0,0,0,0,0,2010
2640,Woodlands,Midview,North Region,35020,13820,1730,19500,39.42937534,4.935804583,55.63479154,2010
2641,Woodlands,North Coast,North Region,15510,4690,1470,9370,30.19959421,9.465544452,60.33479695,2010
2642,Woodlands,Senoko West,North Region,10,0,0,0,0,0,0,2010
2643,Woodlands,Woodgrove,North Region,35780,13600,1800,20390,37.99943057,5.029336399,56.97120509,2010
2644,Woodlands,Woodlands East,North Region,95360,35110,3980,56270,36.81836862,4.17365728,59.00796361,2010
2645,Woodlands,Woodlands Regional Centre,North Region,0,0,0,0,0,0,0,2010
2646,Woodlands,Woodlands South,North Region,33710,12480,1520,19730,36.99969256,4.506372812,58.49390498,2010
2647,Woodlands,Woodlands West,North Region,32000,10290,2810,18920,32.13615486,8.775762406,59.0880515,2010
2648,Yishun,Khatib,North Region,11570,3510,850,7210,30.33705243,7.346579649,62.31628149,2010
2649,Yishun,Lower Seletar,North Region,1090,470,80,550,42.7268843,7.272661158,49.99954546,2010
2650,Yishun,Nee Soon,North Region,890,260,90,530,29.54511881,10.22715651,60.22658833,2010
2651,Yishun,Northland,North Region,32500,10470,2110,19940,32.19556206,6.488312888,61.31609431,2010
2652,Yishun,Springleaf,North Region,3820,1280,380,2170,33.42027828,9.921645113,56.65781551,2010
2653,Yishun,Yishun Central,North Region,1590,500,140,980,30.86400701,8.641921963,60.49345374,2010
2654,Yishun,Yishun East,North Region,33970,11880,1870,20270,34.92062466,5.496764992,59.58258096,2010
2655,Yishun,Yishun South,North Region,40040,12620,2950,24490,31.50273802,7.363952231,61.13328479,2010
2656,Yishun,Yishun West,North Region,60020,17770,4990,37260,29.6067928,8.313893983,62.07929655,2010
2657,Ang Mo Kio,Cheng San,North East Region,30500,7460,3440,19620,24.4429802,11.27129382,64.28569322,2009
2658,Ang Mo Kio,Chong Boon,North East Region,29900,7250,3930,18730,24.23937672,13.13941386,62.62117599,2009
2659,Ang Mo Kio,Kebun Bahru,North East Region,25850,6490,3350,16010,25.10637327,12.95937603,61.93421202,2009
2660,Ang Mo Kio,Seletar,North East Region,0,0,0,0,0,0,0,2009
2661,Ang Mo Kio,Sembawang Hills,North East Region,6850,2240,830,3790,32.65301363,12.09910773,55.24773288,2009
2662,Ang Mo Kio,Shangri-La,North East Region,21070,5220,2970,12890,24.7627966,14.08917738,61.14797858,2009
2663,Ang Mo Kio,Sindo,North East Region,7290,2470,710,4120,33.83557009,9.726014074,56.43827885,2009
2664,Ang Mo Kio,Town Centre,North East Region,4980,1460,480,3030,29.37619844,9.657928254,60.9656721,2009
2665,Ang Mo Kio,Townsville,North East Region,21400,5070,2960,13380,23.68051206,13.82530882,62.49413242,2009
2666,Ang Mo Kio,Yio Chu Kang,North East Region,31440,9180,2730,19530,29.198464,8.683203345,62.11830085,2009
2667,Bedok,Bayshore,East Region,6500,1840,420,4240,28.30764876,6.461528521,65.23066888,2009
2668,Bedok,Bedok North,East Region,91140,25540,9990,55630,28.01667091,10.95875264,61.02456549,2009
2669,Bedok,Bedok Reservoir,East Region,23080,7390,1700,13990,32.01905025,7.365681384,60.61522504,2009
2670,Bedok,Bedok South,East Region,52310,14750,6610,30980,28.18111804,12.62896205,59.1899008,2009
2671,Bedok,Frankel,East Region,31540,9350,3860,18330,29.64488597,12.23842351,58.11665881,2009
2672,Bedok,Kaki Bukit,East Region,43780,14230,3230,26320,32.5034188,7.377796396,60.11876196,2009
2673,Bedok,Kembangan,East Region,38720,10910,4700,23100,28.18392452,12.14156235,59.6744873,2009
2674,Bedok,Siglap,East Region,7460,1990,1130,4330,26.71137354,15.16776488,58.12072735,2009
2675,Bishan,Bishan East,Central Region,30370,9050,2710,18610,29.79913408,8.923276614,61.27755638,2009
2676,Bishan,Marymount,Central Region,29260,9660,2180,17410,33.02562973,7.452988905,59.52134717,2009
2677,Bishan,Upper Thomson,Central Region,31670,9210,3930,18530,29.08114017,12.40921616,58.50961209,2009
2678,Boon Lay,Liu Fang,NA,0,0,0,0,0,0,0,2009
2679,Boon Lay,Samulun,NA,10,0,0,0,0,0,0,2009
2680,Boon Lay,Shipyard,NA,10,0,0,0,0,0,0,2009
2681,Boon Lay,Tukang,NA,20,0,0,0,0,0,0,2009
2682,Bukit Batok,Brickworks,West Region,0,0,0,0,0,0,0,2009
2683,Bukit Batok,Bukit Batok Central,West Region,26550,8260,1920,16390,31.08768119,7.226192237,61.68608894,2009
2684,Bukit Batok,Bukit Batok East,West Region,15920,4790,1100,10030,30.0879208,6.909543399,63.00247299,2009
2685,Bukit Batok,Bukit Batok South,West Region,14650,5290,670,8680,36.1338551,4.576499606,59.28957699,2009
2686,Bukit Batok,Bukit Batok West,West Region,16290,5070,1170,10050,31.12336948,7.182316033,61.6942531,2009
2687,Bukit Batok,Gombak,West Region,8870,2470,840,5560,27.84664279,9.470113337,62.68313114,2009
2688,Bukit Batok,Guilin,West Region,13910,4440,940,8540,31.89652881,6.752868712,61.35053064,2009
2689,Bukit Batok,Hillview,West Region,17940,6400,990,10540,35.69434708,5.521469313,58.78412784,2009
2690,Bukit Batok,Hong Kah,West Region,30070,9770,1830,18450,32.51246838,6.089848223,61.39765012,2009
2691,Bukit Merah,Alexandra Hill,Central Region,16350,4280,2440,9630,26.17735402,14.92353827,58.89904654,2009
2692,Bukit Merah,Alexandra North,Central Region,810,240,50,520,29.62926384,6.172763299,64.19673831,2009
2693,Bukit Merah,Bukit Ho Swee,Central Region,16480,3690,2900,9880,22.40435798,17.60776102,59.98782029,2009
2694,Bukit Merah,Bukit Merah,Central Region,1300,360,150,800,27.48070625,11.45029427,61.06823612,2009
2695,Bukit Merah,Depot Road,Central Region,4210,1020,550,2660,24.11341817,13.00233333,62.88401209,2009
2696,Bukit Merah,Everton Park,Central Region,9260,1950,1420,5900,21.03557601,15.31821433,63.64610178,2009
2697,Bukit Merah,Henderson Hill,Central Region,15610,3660,2700,9240,23.46152342,17.30768121,59.23073126,2009
2698,Bukit Merah,Kampong Tiong Bahru,Central Region,11740,2630,1960,7160,22.38295967,16.68083687,60.93611835,2009
2699,Bukit Merah,Maritime Square,Central Region,1920,500,120,1320,25.77306303,6.185535126,68.04088639,2009
2700,Bukit Merah,Redhill,Central Region,11910,3000,1650,7260,25.18889573,13.85389265,60.95712766,2009
2701,Bukit Merah,Singapore General Hospital,Central Region,20,0,0,0,0,0,0,2009
2702,Bukit Merah,Tanjong Pagar,Central Region,10,0,0,0,0,0,0,2009
2703,Bukit Merah,Telok Blangah Drive,Central Region,16160,3920,2400,9860,24.22742631,14.83311815,60.93939373,2009
2704,Bukit Merah,Telok Blangah Rise,Central Region,15010,3560,2130,9320,23.71750585,14.19053019,62.09189734,2009
2705,Bukit Merah,Telok Blangah Way,Central Region,11140,2470,1850,6810,22.1922532,16.6217281,61.18592885,2009
2706,Bukit Merah,Tiong Bahru,Central Region,8440,1730,1360,5360,20.47334855,16.09465551,63.4318776,2009
2707,Bukit Merah,Tiong Bahru Station,Central Region,16750,4270,2320,10170,25.47731177,13.84247384,60.68015473,2009
2708,Bukit Panjang,Bangkit,West Region,25290,8260,2190,14850,32.64820844,8.656123061,58.69562897,2009
2709,Bukit Panjang,Bukit Panjang,West Region,34960,12030,2300,20650,34.39107079,6.575183941,59.03371669,2009
2710,Bukit Panjang,Dairy Farm,West Region,3750,1280,270,2210,34.04246265,7.180831966,58.77643942,2009
2711,Bukit Panjang,Fajar,West Region,22990,8160,1380,13470,35.46282683,5.997389832,58.53973988,2009
2712,Bukit Panjang,Nature Reserve,West Region,3600,1260,220,2120,34.99990278,6.111094136,58.88872531,2009
2713,Bukit Panjang,Saujana,West Region,21960,8030,1050,12890,36.54982406,4.779242249,58.67088818,2009
2714,Bukit Panjang,Senja,West Region,16190,5730,860,9620,35.34852847,5.305363784,59.34604605,2009
2715,Bukit Timah,Anak Bukit,Central Region,21990,7210,2210,12590,32.75782246,10.04088594,57.20124616,2009
2716,Bukit Timah,Coronation Road,Central Region,5640,1720,720,3190,30.55056741,12.78860961,56.66064536,2009
2717,Bukit Timah,Farrer Court,Central Region,4090,1130,610,2370,27.49385038,14.84181304,57.66409327,2009
2718,Bukit Timah,Hillcrest,Central Region,8320,2620,970,4750,31.41483044,11.6306815,56.95436816,2009
2719,Bukit Timah,Holland Road,Central Region,8450,2790,840,4850,32.9009046,9.905648696,57.19332878,2009
2720,Bukit Timah,Leedon Park,Central Region,5840,1610,600,3630,27.56844594,10.27395501,62.15742781,2009
2721,Bukit Timah,Swiss Club,Central Region,5230,1660,640,2930,31.73990107,12.23707029,56.02283743,2009
2722,Bukit Timah,Ulu Pandan,Central Region,10750,3380,1070,6310,31.41261021,9.944228676,58.64306818,2009
2723,Central Water Catchment,Central Water Catchment,NA,10,0,0,0,0,0,0,2009
2724,Changi,Changi Airport,East Region,10,0,0,0,0,0,0,2009
2725,Changi,Changi Point,East Region,770,170,130,470,22.07763536,16.88289762,61.03816834,2009
2726,Changi,Changi West,East Region,1380,590,40,740,43.06537908,2.919686718,54.01420428,2009
2727,Changi Bay,Changi Bay,NA,0,0,0,0,0,0,0,2009
2728,Choa Chu Kang,Central,West Region,20280,7360,1150,11770,36.29189532,5.670608644,58.03744673,2009
2729,Choa Chu Kang,Keat Hong,West Region,16400,6080,880,9450,37.05055634,5.362580522,57.5868022,2009
2730,Choa Chu Kang,Kranji North,West Region,16020,6340,600,9080,39.57550588,3.745316014,56.67911568,2009
2731,Choa Chu Kang,Pang Sua,West Region,17190,7020,740,9440,40.81392976,4.30232308,54.88368902,2009
2732,Choa Chu Kang,Peng Siang,West Region,31260,11230,1660,18380,35.91300419,5.308600797,58.77836304,2009
2733,Choa Chu Kang,Teck Whye,West Region,26890,9070,2180,15650,33.71745958,8.104086207,58.17841703,2009
2734,Choa Chu Kang,Yew Tee,West Region,45260,16180,2070,27010,35.74899785,4.57357389,59.67740617,2009
2735,Clementi,Clementi Central,West Region,13020,3070,1610,8340,23.57909095,12.3655819,64.05525034,2009
2736,Clementi,Clementi North,West Region,23880,5210,3330,15350,21.80827886,13.93888073,64.25279855,2009
2737,Clementi,Clementi West,West Region,17540,4630,1660,11230,26.42692556,9.474880437,64.09813693,2009
2738,Clementi,Clementi Woods,West Region,21000,5350,2580,13080,25.46405261,12.27986089,62.25603891,2009
2739,Clementi,Faber,West Region,4480,1490,370,2620,33.25885433,8.258910136,58.48201232,2009
2740,Clementi,Pandan,West Region,10,0,0,0,0,0,0,2009
2741,Clementi,Sunset Way,West Region,6800,2000,740,4080,29.3254702,10.85042397,59.8239592,2009
2742,Clementi,Toh Tuck,West Region,30,0,0,0,0,0,0,2009
2743,Clementi,West Coast,West Region,5130,1630,340,3170,31.71200056,6.614773123,61.67303176,2009
2744,Downtown Core,Anson,Central Region,90,0,0,0,0,0,0,2009
2745,Downtown Core,Bayfront Subzone,Central Region,0,0,0,0,0,0,0,2009
2746,Downtown Core,Bugis,Central Region,2710,510,520,1670,18.88881893,19.25918793,61.85162277,2009
2747,Downtown Core,Cecil,Central Region,70,0,0,0,0,0,0,2009
2748,Downtown Core,Central Subzone,Central Region,200,20,0,160,11.11049386,0,88.88395089,2009
2749,Downtown Core,City Hall,Central Region,80,0,0,0,0,0,0,2009
2750,Downtown Core,Clifford Pier,Central Region,10,0,0,0,0,0,0,2009
2751,Downtown Core,Marina Centre,Central Region,40,0,0,0,0,0,0,2009
2752,Downtown Core,Maxwell,Central Region,0,0,0,0,0,0,0,2009
2753,Downtown Core,Phillip,Central Region,10,0,0,0,0,0,0,2009
2754,Downtown Core,Raffles Place,Central Region,100,0,0,0,0,0,0,2009
2755,Downtown Core,Tanjong Pagar,Central Region,420,60,60,300,14.28537416,14.28537416,71.42687079,2009
2756,Geylang,Aljunied,Central Region,43890,11360,5540,27020,25.86520358,12.61384048,61.52093317,2009
2757,Geylang,Geylang East,Central Region,32560,8980,3890,19710,27.56291358,11.93983673,60.497219,2009
2758,Geylang,Kallang Way,Central Region,60,0,0,0,0,0,0,2009
2759,Geylang,Kampong Ubi,Central Region,14130,4740,890,8520,33.49820954,6.289748205,60.21197158,2009
2760,Geylang,Macpherson,Central Region,30050,8010,4490,17550,26.65556517,14.94175875,58.40264279,2009
2761,Hougang,Defu Industrial Park,North East Region,30,0,0,0,0,0,0,2009
2762,Hougang,Hougang Central,North East Region,50320,15700,4480,30150,31.19411262,8.90124997,59.90461754,2009
2763,Hougang,Lorong Ah Soo,North East Region,34460,9530,4020,20900,27.66327209,11.66908224,60.66761664,2009
2764,Hougang,Rosyth,North East Region,23070,7400,2220,13450,32.07627565,9.622882695,58.30079831,2009
2765,Hougang,Sungei Serangoon,North East Region,0,0,0,0,0,0,0,2009
2766,Hougang,Tai Keng,North East Region,12910,3990,1430,7510,30.85844481,11.05954288,58.08193497,2009
2767,Hougang,Trafalgar,North East Region,95920,30980,7260,57700,32.29101185,7.56722873,60.141749,2009
2768,Jurong East,Boon Lay,West Region,20180,6140,1750,12270,30.4563341,8.68055125,60.86306505,2009
2769,Jurong East,International Business Park,West Region,10,0,0,0,0,0,0,2009
2770,Jurong East,Jurong Lake,West Region,1140,280,140,730,24.34761437,12.17380718,63.47770889,2009
2771,Jurong East,Jurong Port,West Region,10,0,0,0,0,0,0,2009
2772,Jurong East,Jurong Regional Centre,West Region,2540,700,260,1580,27.55894662,10.23618017,62.20447951,2009
2773,Jurong East,Jurong River,West Region,10,0,0,0,0,0,0,2009
2774,Jurong East,Penjuru Crescent,West Region,10,0,0,0,0,0,0,2009
2775,Jurong East,Teban Gardens,West Region,19210,5480,1790,11950,28.51195187,9.313210555,62.17478555,2009
2776,Jurong East,Toh Guan,West Region,15230,5240,730,9290,34.33811642,4.783745227,60.87807282,2009
2777,Jurong East,Yuhua,West Region,29780,8430,2730,18640,28.28858111,9.161070751,62.55031458,2009
2778,Jurong West,Boon Lay,West Region,24380,7370,1920,15110,30.20490565,7.868849234,61.92620413,2009
2779,Jurong West,Boon Lay,North Region,24380,7370,1920,15110,30.20490565,7.868849234,61.92620413,2009
2780,Jurong West,Central,West Region,69320,22900,2800,43620,33.03519431,4.039237732,62.92555353,2009
2781,Jurong West,Central,North Region,69320,22900,2800,43620,33.03519431,4.039237732,62.92555353,2009
2782,Jurong West,Chin Bee,West Region,10,0,0,0,0,0,0,2009
2783,Jurong West,Chin Bee,North Region,10,0,0,0,0,0,0,2009
2784,Jurong West,Hong Kah,West Region,59660,18380,4350,36920,30.81307111,7.292538593,61.89437353,2009
2785,Jurong West,Hong Kah,North Region,59660,18380,4350,36920,30.81307111,7.292538593,61.89437353,2009
2786,Jurong West,Kian Teck,West Region,40,0,0,0,0,0,0,2009
2787,Jurong West,Kian Teck,North Region,40,0,0,0,0,0,0,2009
2788,Jurong West,Safti,West Region,0,0,0,0,0,0,0,2009
2789,Jurong West,Safti,North Region,0,0,0,0,0,0,0,2009
2790,Jurong West,Taman Jurong,West Region,32340,10850,2200,19300,33.53940231,6.800616136,59.65995065,2009
2791,Jurong West,Taman Jurong,North Region,32340,10850,2200,19300,33.53940231,6.800616136,59.65995065,2009
2792,Jurong West,Wenya,West Region,8190,2630,350,5240,31.9950949,4.257902363,63.74688109,2009
2793,Jurong West,Wenya,North Region,8190,2630,350,5240,31.9950949,4.257902363,63.74688109,2009
2794,Jurong West,Yunnan,West Region,73590,26440,3530,43630,35.92390816,4.796195001,59.27988325,2009
2795,Jurong West,Yunnan,North Region,73590,26440,3530,43630,35.92390816,4.796195001,59.27988325,2009
2796,Kallang,Bendemeer,Central Region,30010,7400,4160,18430,24.6748834,13.8712858,61.45379745,2009
2797,Kallang,Boon Keng,Central Region,11160,2720,1550,6890,24.37273802,13.88887644,61.73829593,2009
2798,Kallang,Crawford,Central Region,10030,1920,2310,5830,19.08546811,22.96220381,57.95222868,2009
2799,Kallang,Geylang Bahru,Central Region,13740,3380,2060,8300,24.59969098,14.99271107,60.40752518,2009
2800,Kallang,Kallang Bahru,Central Region,20,0,0,0,0,0,0,2009
2801,Kallang,Kampong Bugis,Central Region,820,210,100,520,25.30089999,12.04804761,62.64984759,2009
2802,Kallang,Kampong Java,Central Region,12100,2990,1600,7540,24.6496087,13.19042606,62.1598828,2009
2803,Kallang,Lavender,Central Region,10560,2620,1420,6540,24.7636817,13.42153741,61.81468638,2009
2804,Kallang,Tanjong Rhu,Central Region,11120,3030,1080,7020,27.22369522,9.703495325,63.07271961,2009
2805,Lim Chu Kang,Lim Chu Kang,NA,90,0,0,0,0,0,0,2009
2806,Mandai,Subzone 1,North Region,0,0,0,0,0,0,0,2009
2807,Mandai,Subzone 2,North Region,0,0,0,0,0,0,0,2009
2808,Mandai,Subzone 3,North Region,1870,640,140,1090,34.22441591,7.486590981,58.28845835,2009
2809,Marina East,Marina East,NA,0,0,0,0,0,0,0,2009
2810,Marina South,Marina South,NA,0,0,0,0,0,0,0,2009
2811,Marine Parade,East Coast,Central Region,0,0,0,0,0,0,0,2009
2812,Marine Parade,Katong,Central Region,9400,2830,1100,5500,30.01057263,11.66488689,58.32443444,2009
2813,Marine Parade,Marina East,Central Region,0,0,0,0,0,0,0,2009
2814,Marine Parade,Marine Parade,Central Region,28550,7320,4590,16640,25.63922044,16.07705216,58.28369237,2009
2815,Marine Parade,Mountbatten,Central Region,9370,2790,960,5630,29.74410475,10.23453067,60.02125797,2009
2816,Museum,Bras Basah,Central Region,20,0,0,0,0,0,0,2009
2817,Museum,Dhoby Ghaut,Central Region,180,40,0,150,21.0515236,0,78.94321352,2009
2818,Museum,Fort Canning,Central Region,150,30,10,110,19.99866676,6.666222252,73.32844477,2009
2819,Newton,Cairnhill,Central Region,2840,740,350,1760,25.96482118,12.28065866,61.75416928,2009
2820,Newton,Goodwood Park,Central Region,750,250,50,480,32.05087114,6.410174229,61.53767259,2009
2821,Newton,Istana Negara,Central Region,60,0,0,0,0,0,0,2009
2822,Newton,Monk's Hill,Central Region,1160,320,130,700,27.82584499,11.30424953,60.86903592,2009
2823,Newton,Newton Circus,Central Region,90,0,0,0,0,0,0,2009
2824,Newton,Orange Grove,Central Region,1340,360,110,880,26.66646914,8.148087792,65.18470234,2009
2825,North Eastern Islands,North Eastern Islands,NA,60,0,0,0,0,0,0,2009
2826,Novena,Balestier,Central Region,32480,8280,4560,19650,25.4847567,14.0350834,60.48012912,2009
2827,Novena,Dunearn,Central Region,3750,1130,520,2090,30.21382296,13.90370614,55.88220352,2009
2828,Novena,Malcolm,Central Region,2690,830,310,1550,30.85490389,11.52412073,57.62060364,2009
2829,Novena,Moulmein,Central Region,7070,2080,630,4360,29.42004325,8.910878485,61.66893682,2009
2830,Novena,Mount Pleasant,Central Region,650,190,100,370,28.78744261,15.15128559,56.05975667,2009
2831,Orchard,Boulevard,Central Region,270,40,40,200,14.2852041,14.2852041,71.4260205,2009
2832,Orchard,Somerset,Central Region,130,30,20,90,21.42704093,14.28469395,64.28112278,2009
2833,Orchard,Tanglin,Central Region,420,100,20,300,23.80895693,4.761791386,71.42687079,2009
2834,Outram,China Square,Central Region,1790,300,330,1170,16.66657407,18.33323148,64.99963889,2009
2835,Outram,Chinatown,Central Region,9250,1830,1600,5820,19.7837624,17.2972786,62.9188509,2009
2836,Outram,Pearl's Hill,Central Region,8350,1640,1830,4880,19.64069504,21.91614142,58.44304378,2009
2837,Outram,People's Park,Central Region,470,90,60,320,19.14852875,12.76568584,68.08365779,2009
2838,Pasir Ris,Elias,East Region,36310,13880,1870,20580,38.20532942,5.1472598,56.64738325,2009
2839,Pasir Ris,Loyang,East Region,10,0,0,0,0,0,0,2009
2840,Pasir Ris,Loyang East,East Region,13920,4810,1080,8050,34.50499677,7.747483682,57.74744781,2009
2841,Pasir Ris,Pasir Ris Drive,East Region,61490,23280,3480,34740,37.85365238,5.658535665,56.48779569,2009
2842,Pasir Ris,Pasir Ris Park,East Region,1290,440,80,770,34.10826273,6.201502314,59.68945977,2009
2843,Pasir Ris,Pasir Ris Town,East Region,20810,7690,1180,11950,36.93562107,5.667624559,57.39670634,2009
2844,Pasir Ris,Pasir Ris West,East Region,40,0,0,0,0,0,0,2009
2845,Paya Lebar,Airport Road,NA,0,0,0,0,0,0,0,2009
2846,Paya Lebar,Paya Lebar East,NA,10,0,0,0,0,0,0,2009
2847,Paya Lebar,Paya Lebar North,NA,40,0,0,0,0,0,0,2009
2848,Paya Lebar,Paya Lebar West,NA,10,0,0,0,0,0,0,2009
2849,Paya Lebar,Plab,NA,0,0,0,0,0,0,0,2009
2850,Pioneer,Benoi Sector,NA,10,0,0,0,0,0,0,2009
2851,Pioneer,Gul Basin,NA,10,0,0,0,0,0,0,2009
2852,Pioneer,Gul Circle,NA,20,0,0,0,0,0,0,2009
2853,Pioneer,Joo Koon,NA,50,0,0,0,0,0,0,2009
2854,Pioneer,Pioneer Sector,NA,10,0,0,0,0,0,0,2009
2855,Punggol,Subzone 1,North East Region,250,70,30,170,25.92496574,11.1106996,62.96063109,2009
2856,Punggol,Subzone 2,North East Region,1540,400,60,1100,25.64086128,3.846129191,70.51236851,2009
2857,Punggol,Subzone 3,North East Region,6670,2140,350,4170,32.13208389,5.255247364,62.6125186,2009
2858,Punggol,Subzone 4,North East Region,42340,14390,2080,25870,33.98676571,4.912611027,61.10059965,2009
2859,Punggol,Subzone 5,North East Region,8580,2860,360,5390,33.21715074,4.181179813,62.60155331,2009
2860,Punggol,Subzone 6,North East Region,0,0,0,0,0,0,0,2009
2861,Queenstown,Commonwealth,Central Region,8730,1770,1730,5210,20.32144624,19.86220452,59.81623442,2009
2862,Queenstown,Dover,Central Region,11970,3260,1410,7300,27.2347308,11.77943878,60.98574688,2009
2863,Queenstown,Ghim Moh,Central Region,11830,2740,2190,6920,23.12234336,18.48099706,58.39657519,2009
2864,Queenstown,Holland Drive,Central Region,15380,3250,2800,9340,21.11759512,18.19362041,60.6887195,2009
2865,Queenstown,Kent Ridge,Central Region,1330,340,80,920,25.37294498,5.970104701,68.65620406,2009
2866,Queenstown,Margaret Drive,Central Region,9030,2260,1190,5590,24.99997235,13.16370225,61.83621478,2009
2867,Queenstown,Mei Chin,Central Region,17340,4580,2570,10210,26.38247328,14.80413894,58.81333018,2009
2868,Queenstown,National University Of Singapore,Central Region,310,160,0,140,53.33155561,0,46.66511116,2009
2869,Queenstown,One North,Central Region,390,60,10,320,15.38422092,2.56403682,82.04917823,2009
2870,Queenstown,Pasir Panjang 1,Central Region,3600,1070,290,2260,29.5579294,8.011027594,62.43076677,2009
2871,Queenstown,Pasir Panjang 2,Central Region,3480,1060,240,2190,30.37240581,6.876771127,62.75053653,2009
2872,Queenstown,Port,Central Region,290,80,40,190,25.80561917,12.90280959,61.28834554,2009
2873,Queenstown,Queensway,Central Region,310,90,20,220,27.27190085,6.060422411,66.66464653,2009
2874,Queenstown,Singapore Polytechnic,Central Region,150,50,0,100,33.33111126,0,66.66222252,2009
2875,Queenstown,Tanglin Halt,Central Region,14380,3030,2520,8840,21.05627446,17.51214905,61.431507,2009
2876,River Valley,Institution Hill,Central Region,2700,720,180,1800,26.6665679,6.666641975,66.66641975,2009
2877,River Valley,Leonie Hill,Central Region,2270,600,170,1510,26.31567405,7.456107649,66.2277797,2009
2878,River Valley,One Tree Hill,Central Region,1710,450,240,1050,25.86192033,13.79302418,60.34448078,2009
2879,River Valley,Oxley,Central Region,1420,310,220,910,21.52762828,15.27767168,63.1940056,2009
2880,River Valley,Paterson,Central Region,110,30,0,70,29.9970003,0,69.9930007,2009
2881,Rochor,Bencoolen,Central Region,1600,320,260,1030,19.87565295,16.14896802,63.97475792,2009
2882,Rochor,Farrer Park,Central Region,3400,790,450,2160,23.23522578,13.23525519,63.52922491,2009
2883,Rochor,Kampong Glam,Central Region,170,30,50,100,16.66574079,27.77623465,55.55246931,2009
2884,Rochor,Little India,Central Region,4160,980,680,2510,23.50114268,16.30691533,60.19170218,2009
2885,Rochor,Mackenzie,Central Region,90,0,0,0,0,0,0,2009
2886,Rochor,Mount Emily,Central Region,970,220,70,690,22.44875052,7.142784257,70.40744482,2009
2887,Rochor,Rochor Canal,Central Region,10,0,0,0,0,0,0,2009
2888,Rochor,Selegie,Central Region,330,90,40,210,26.46980971,11.76435987,61.76288933,2009
2889,Rochor,Sungei Road,Central Region,2500,560,460,1480,22.3999104,18.3999264,59.1997632,2009
2890,Rochor,Victoria,Central Region,2430,470,430,1550,19.18359517,17.55094877,63.2650479,2009
2891,Seletar,Seletar,NA,330,90,20,230,26.46980971,5.882179936,67.64506926,2009
2892,Sembawang,Admiralty,North Region,12020,4050,740,7240,33.66580743,6.151283332,60.18282612,2009
2893,Sembawang,Sembawang Central,North Region,30080,10600,1350,18140,35.22763867,4.486538888,60.2857892,2009
2894,Sembawang,Sembawang East,North Region,110,40,20,70,30.76686409,15.38343204,53.84201215,2009
2895,Sembawang,Sembawang North,North Region,25830,8860,1140,15820,34.31447161,4.415180319,61.27030935,2009
2896,Sembawang,Sembawang Springs,North Region,3530,1120,430,1980,31.72795544,12.18126861,56.09049266,2009
2897,Sembawang,Sembawang Straits,North Region,1110,350,100,670,31.24972098,8.92849171,59.82089446,2009
2898,Sembawang,Senoko North,North Region,30,0,0,0,0,0,0,2009
2899,Sembawang,Senoko South,North Region,20,0,0,0,0,0,0,2009
2900,Sembawang,The Wharves,North Region,10,0,0,0,0,0,0,2009
2901,Sengkang,Buangkok,North East Region,30750,10270,1460,19030,33.3875054,4.746422384,61.86603971,2009
2902,Sengkang,Jalan Kayu East,North East Region,12790,3940,690,8170,30.78122595,5.390620789,63.82807513,2009
2903,Sengkang,Jalan Kayu West,North East Region,1170,300,340,560,24.99979167,28.33309722,46.66627778,2009
2904,Sengkang,Sengkang Town Centre,North East Region,52150,17990,2710,31450,34.49663768,5.196547422,60.30679572,2009
2905,Sengkang,Sungei Serangoon East,North East Region,0,0,0,0,0,0,0,2009
2906,Sengkang,Sungei Serangoon West,North East Region,56570,19550,3060,33970,34.55283942,5.408270518,60.03887239,2009
2907,Sengkang,Trafalgar,North East Region,13620,4110,630,8880,30.1761893,4.625547265,65.19819002,2009
2908,Serangoon,Seletar Hills,North East Region,12110,3860,1370,6880,31.87445758,11.31295515,56.8125047,2009
2909,Serangoon,Serangoon Central,North East Region,53510,15830,5340,32350,29.57772243,9.977576611,60.44468228,2009
2910,Serangoon,Serangoon Garden,North East Region,40470,11470,4800,24190,28.34897965,11.86356602,59.78742961,2009
2911,Serangoon,Serangoon North,North East Region,18700,6620,1050,11040,35.38212967,5.611969208,59.00584767,2009
2912,Simpang,Pulau Seletar,NA,0,0,0,0,0,0,0,2009
2913,Simpang,Simpang North,NA,0,0,0,0,0,0,0,2009
2914,Simpang,Simpang South,NA,0,0,0,0,0,0,0,2009
2915,Simpang,Tanjong Irau,NA,0,0,0,0,0,0,0,2009
2916,Singapore River,Boat Quay,Central Region,170,30,20,120,17.64602082,11.76401388,70.58408329,2009
2917,Singapore River,Clarke Quay,Central Region,130,20,10,80,18.18016544,9.09008272,72.72066176,2009
2918,Singapore River,Robertson Quay,Central Region,1700,410,100,1200,23.97646797,5.847919018,70.17502822,2009
2919,Southern Islands,Sentosa,Central Region,640,190,30,430,29.23031953,4.615313611,66.15282842,2009
